5029E,ALCATEL,3L (2020),SmartPhone
JAT-LX1,Huawei,HONOR 8A,SmartPhone
JAT-LX1,Huawei,HONOR 8A,SmartPhone
JKM-LX1,Huawei,Y9 2019,SmartPhone
JKM-LX2,Huawei,Y9 2019,SmartPhone
JKM-LX3,Huawei,Y9 2019,SmartPhone
JKM-LX3,Huawei,Y9 2019,SmartPhone
JKM-LX3,Huawei,Y9 2019,SmartPhone
JSN-L21,Huawei,Honor 8X,SmartPhone
KFMUWI,Amazon,Fire 7 (2019),Tablet
KSA-LX9,Huawei,Honor 8S,SmartPhone
KSA-LX9,Huawei,Honor 8S,SmartPhone
KSA-LX9,Huawei,Honor 8S,SmartPhone
KYV46,KDDI,Torque G04,SmartPhone
L553,Hyundai,L553,SmartPhone
Moto G (7th Gen.),Motorola,Moto G (7th Gen.),SmartPhone
H930,LG,V30,SmartPhone
L722DL,LG,Stylo 5,SmartPhone
LLD-L21,Huawei,Honor 9 Lite,SmartPhone
LLD-L31,Huawei,Honor 9 Lite,SmartPhone
LM-K410,LG,K41S,SmartPhone
LM-K410,LG,K41S,SmartPhone
LM-Q720,LG,Stylo 5,SmartPhone
LM-X120,LG,K20,SmartPhone
LM-X410(FG),LG,K30,SmartPhone
LM-X410(FG),LG,K30,SmartPhone
LM-X420N,LG,X4 (2019),SmartPhone
LM-X420N,LG,X4 (2019),SmartPhone
LM-X420N,LG,X4 (2019),SmartPhone
LM-X430,LG,K40S,SmartPhone
L19041,Lenovo,A6 Note,SmartPhone
TB-7305X,Lenovo,Tab M7,Tablet
Generic Android,Unknown,Generic Android,SmartPhone
MAR-LX1A,Huawei,P30 lite,SmartPhone
MAR-LX3Bm,Huawei,P30 lite,SmartPhone
MAR-LX3Bm,Huawei,P30 lite,SmartPhone
MHA-L29,Huawei,Mate 9,SmartPhone
MI 8 Lite,Xiaomi,MI 8 Lite,SmartPhone
MRD-LX1F,Huawei,Y6 2019,SmartPhone
MRD-LX1F,Huawei,Y6 2019,SmartPhone
MRD-LX1F,Huawei,Y6 2019,SmartPhone
MRD-LX1F,Huawei,Y6 2019,SmartPhone
MRD-LX1F,Huawei,Y6 2019,SmartPhone
MRD-LX3,Huawei,Y6 Pro 2019,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Mi A1,Xiaomi,Mi A1,SmartPhone
Redmi Note 3,Xiaomi,Redmi Note 3,SmartPhone
C9 Max,neffos,C9 Max,SmartPhone
Nokia C1,HMD Global,Nokia C1,SmartPhone
Note 7P,Ulefone,Note 7P,SmartPhone
POT-LX1A,Huawei,P smart 2020,SmartPhone
Moto G (7th Gen.),Motorola,Moto G (7th Gen.),SmartPhone
Plume L4,CONDOR,Plume L4,SmartPhone
QUEST,CUBOT,QUEST,SmartPhone
RMX1833,Realme,U1,SmartPhone
RMX1851,Realme,3 Pro,SmartPhone
RMX1911,Realme,5,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1941,Realme,C2,SmartPhone
RMX1945,Realme,C2,SmartPhone
Redmi 6,Xiaomi,Redmi 6,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi 6A,Xiaomi,Redmi 6A,SmartPhone
Redmi 6A,Xiaomi,Redmi 6A,SmartPhone
Redmi 6A,Xiaomi,Redmi 6A,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi 7A,Xiaomi,Redmi 7A,SmartPhone
Redmi 7A,Xiaomi,Redmi 7A,SmartPhone
Redmi 7A,Xiaomi,Redmi 7A,SmartPhone
Redmi 8,Xiaomi,Redmi 8,SmartPhone
Redmi 8,Xiaomi,Redmi 8,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
Redmi 8A Dual,Xiaomi,Redmi 8A Dual,SmartPhone
Redmi 8A,Xiaomi,Redmi 8A,SmartPhone
Redmi 8A,Xiaomi,Redmi 8A,SmartPhone
Redmi 8A,Xiaomi,Redmi 8A,SmartPhone
Redmi 8A,Xiaomi,Redmi 8A,SmartPhone
Redmi 8A,Xiaomi,Redmi 8A,SmartPhone
Redmi Note 5,Xiaomi,Redmi Note 5,SmartPhone
Redmi Note 5,Xiaomi,Redmi Note 5,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 7,Xiaomi,Redmi Note 7,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8,Xiaomi,Redmi Note 8,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi Note 8T,Xiaomi,Redmi Note 8T,SmartPhone
Redmi S2,Xiaomi,Redmi S2,SmartPhone
Redmi S2,Xiaomi,Redmi S2,SmartPhone
Generic Android,Unknown,Generic Android,SmartPhone
SM-A202F,Samsung,Galaxy A20e,SmartPhone
SM-A505F,Samsung,Galaxy A50,SmartPhone
SM-A750F,Samsung,Galaxy A7 (2018),SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-J400M,Samsung,Galaxy J4,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J530FM,Samsung,Galaxy J5 (2017) DUOS,SmartPhone
SM-J701F,Samsung,Galaxy J7 Nxt,SmartPhone
SM-J730G,Samsung,Galaxy J7 Pro,SmartPhone
SM-S367VL,Samsung,Galaxy J3 Orbit,SmartPhone
SM-S767VL,Samsung,Galaxy J7 Crown,SmartPhone
SCV36,KDDI,Galaxy S8,SmartPhone
SH-01K,DoCoMo,AQUOS sense SH-01K,SmartPhone
SHV45,Sharp,AQUOS sense3,SmartPhone
SHV48,Sharp,AQUOS sense3 basic,SmartPhone
SM-A105F,Samsung,Galaxy A10,SmartPhone
SM-A105F,Samsung,Galaxy A10,SmartPhone
SM-A105F,Samsung,Galaxy A10,SmartPhone
SM-A105FN,Samsung,Galaxy A10,SmartPhone
SM-A105FN,Samsung,Galaxy A10,SmartPhone
SM-A105G,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A105M,Samsung,Galaxy A10,SmartPhone
SM-A107F,Samsung,Galaxy A10S,SmartPhone
SM-A107F,Samsung,Galaxy A10S,SmartPhone
SM-A107F,Samsung,Galaxy A10S,SmartPhone
SM-A107M,Samsung,Galaxy A10S,SmartPhone
SM-A107M,Samsung,Galaxy A10S,SmartPhone
SM-A205F,Samsung,Galaxy A20,SmartPhone
SM-A205F,Samsung,Galaxy A20,SmartPhone
SM-A205F,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A205G,Samsung,Galaxy A20,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207F,Samsung,Galaxy A20s,SmartPhone
SM-A207M,Samsung,Galaxy A20s,SmartPhone
SM-A207M,Samsung,Galaxy A20s,SmartPhone
SM-A207M,Samsung,Galaxy A20s,SmartPhone
SM-A305G,Samsung,Galaxy A30,SmartPhone
SM-A307FN,Samsung,Galaxy A30s,SmartPhone
SM-A405FN,Samsung,Galaxy A40,SmartPhone
SM-A405FN,Samsung,Galaxy A40,SmartPhone
SM-A505FM,Samsung,Galaxy A50,SmartPhone
SM-A505FM,Samsung,Galaxy A50,SmartPhone
SM-A505FN,Samsung,Galaxy A50,SmartPhone
SM-A530F,Samsung,Galaxy A8 (2018),SmartPhone
SM-A530F,Samsung,Galaxy A8 (2018),SmartPhone
SM-A530F,Samsung,Galaxy A8 (2018),SmartPhone
SM-A530F,Samsung,Galaxy A8 (2018),SmartPhone
SM-A705FN,Samsung,Galaxy A70,SmartPhone
SM-A730F,Samsung,Galaxy A8+ (2018),SmartPhone
SM-A730F,Samsung,Galaxy A8+ (2018),SmartPhone
SM-A750GN,Samsung,Galaxy A7 (2018),SmartPhone
SM-A750GN,Samsung,Galaxy A7 (2018),SmartPhone
SM-A750GN,Samsung,Galaxy A7 (2018),SmartPhone
SM-G611MT,Samsung,Galaxy J7 Prime2 TV,SmartPhone
SM-G611MT,Samsung,Galaxy J7 Prime2 TV,SmartPhone
SM-G611MT,Samsung,Galaxy J7 Prime2 TV,SmartPhone
SM-G611S,Samsung,Galaxy On7 Prime,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950F,Samsung,Galaxy S8,SmartPhone
SM-G950U,Samsung,Galaxy S8,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955F,Samsung,Galaxy S8+,SmartPhone
SM-G955U,Samsung,Galaxy S8+,SmartPhone
SM-G960U,Samsung,Galaxy S9,SmartPhone
SM-G960U1,Samsung,Galaxy S9,SmartPhone
SM-G973F,Samsung,Galaxy S10,SmartPhone
SM-G973F,Samsung,Galaxy S10,SmartPhone
SM-G973F,Samsung,Galaxy S10,SmartPhone
SM-G973W,Samsung,Galaxy S10,SmartPhone
SM-G975F,Samsung,Galaxy S10+,SmartPhone
SM-J330F,Samsung,Galaxy J3 (2017),SmartPhone
SM-J330F,Samsung,Galaxy J3 (2017),SmartPhone
SM-J330G,Samsung,Galaxy J3 (2017),SmartPhone
SM-J400M,Samsung,Galaxy J4,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J415F,Samsung,Galaxy J4+,SmartPhone
SM-J415FN,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J415G,Samsung,Galaxy J4+,SmartPhone
SM-J530G,Samsung,Galaxy J5 (2017),SmartPhone
SM-J530G,Samsung,Galaxy J5 (2017),SmartPhone
SM-J530G,Samsung,Galaxy J5 (2017),SmartPhone
SM-J530G,Samsung,Galaxy J5 (2017),SmartPhone
SM-J530G,Samsung,Galaxy J5 (2017),SmartPhone
SM-J600G,Samsung,Galaxy J6,SmartPhone
SM-J600GT,Samsung,Galaxy J6,SmartPhone
SM-J701F,Samsung,Galaxy J7 Nxt,SmartPhone
SM-J701F,Samsung,Galaxy J7 Nxt,SmartPhone
SM-J701MT,Samsung,Galaxy J7 Neo,SmartPhone
SM-J701MT,Samsung,Galaxy J7 Neo,SmartPhone
SM-J701MT,Samsung,Galaxy J7 Neo,SmartPhone
SM-J701MT,Samsung,Galaxy J7 Neo,SmartPhone
SM-J720M,Samsung,Galaxy J7 Duo,SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730F,Samsung,Galaxy J7 (2017),SmartPhone
SM-J730G,Samsung,Galaxy J7 Pro,SmartPhone
SM-J730G,Samsung,Galaxy J7 Pro,SmartPhone
SM-J730GM,Samsung,Galaxy J7 Pro,SmartPhone
SM-J730GM,Samsung,Galaxy J7 Pro,SmartPhone
SM-J737T1,Samsung,Galaxy J7 Star,SmartPhone
SM-M105M,Samsung,Galaxy M10,SmartPhone
SM-M305M,Samsung,Galaxy M30,SmartPhone
SM-N935F,Samsung,Galaxy Note FE,SmartPhone
SM-N950F,Samsung,Galaxy Note8,SmartPhone
SM-N950F,Samsung,Galaxy Note8,SmartPhone
SM-N950N,Samsung,Galaxy Note8,SmartPhone
SM-N950N,Samsung,Galaxy Note8,SmartPhone
SM-N950U,Samsung,Galaxy Note8,SmartPhone
SM-N975F,Samsung,Galaxy Note10+,SmartPhone
SM-T295,Samsung,Galaxy Tab A (2019, 8.0, LTE),Tablet
T385,LG,Cookie Smart,SmartPhone
SM-T510,Samsung,Galaxy Tab A (2019, 10.1),Tablet
SM-T595,Samsung,Galaxy Tab A (2018),Tablet
SO-01K,DoCoMo,Xperia XZ SO-01K,SmartPhone
SO-02K,DoCoMo,Xperia XZ1 Compact SO-02K,SmartPhone
STK-L21,Huawei,Y9 Prime 2019,SmartPhone
T10,TAGITAL,T10,Tablet
T5,DOOGEE,T5,SmartPhone
T5,DOOGEE,T5,SmartPhone
TA-1004,HMD Global,Nokia 8,SmartPhone
TA-1004,HMD Global,Nokia 8,SmartPhone
TA-1012,HMD Global,Nokia 8,SmartPhone
TA-1032,HMD Global,Nokia 3,SmartPhone
KC3,Tecno,CAMON 12 Air,SmartPhone
VKY-L29,Huawei,P10 Plus,SmartPhone
S10,VANKYO,MatrixPad S10,Tablet
Generic Android,Unknown,Generic Android,SmartPhone
W-V720,Wiko,Y80,SmartPhone
XQ-AD52,Sony,Xperia L4,SmartPhone
YAL-L21,Huawei,HONOR 20,SmartPhone
ZB602KL,Asus,ZenFone Max Pro (M1),SmartPhone
2050,ZTE,Blade 20 Smart,SmartPhone
2050,ZTE,Blade 20 Smart,SmartPhone
Blade A3 2019RU,ZTE,Blade A3 2019,SmartPhone
Blade A3 2020,ZTE,Blade A3 2020,SmartPhone
Blade A3 2020,ZTE,Blade A3 2020,SmartPhone
Blade A5 2019,ZTE,Blade A5 2019,SmartPhone
Blade A5 2019,ZTE,Blade A5 2019,SmartPhone
Blade A5 2020,ZTE,Blade A5 2020,SmartPhone
Blade A7 2020,ZTE,Blade A7 2020,SmartPhone
Blade A7 2020,ZTE,Blade A7 2020,SmartPhone
2050,ZTE,Blade 20 Smart,SmartPhone
2050,ZTE,Blade 20 Smart,SmartPhone
2050,ZTE,Blade 20 Smart,SmartPhone
Blade V10 Vita,ZTE,Blade V10 Vita,SmartPhone
d-02K,DoCoMo,dtab Compact d-02K,Tablet
d-02K,DoCoMo,dtab Compact d-02K,Tablet
d-02K,DoCoMo,dtab Compact d-02K,Tablet
L5002,iTel,A25,SmartPhone
L5002,iTel,A25,SmartPhone
L5002,iTel,A25,SmartPhone
L5002,iTel,A25,SmartPhone
W5505,iTel,A36,SmartPhone
W6004,iTel,A56,SmartPhone
Note 9,Meizu,Note 9,SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G Plus (6th Gen.),Motorola,Moto G Plus (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G Play (7th Gen.),Motorola,Moto G Play (7th Gen.),SmartPhone
Moto G Play (7th Gen.),Motorola,Moto G Play (7th Gen.),SmartPhone
Moto G Play (7th Gen.),Motorola,Moto G Play (7th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
One action,Motorola,One action,SmartPhone
Moto G (6th Gen.),Motorola,Moto G (6th Gen.),SmartPhone
1723,Vivo,V9,SmartPhone
1901,Vivo,Y15,SmartPhone
1901,Vivo,Y15,SmartPhone
1902,Vivo,Y17,SmartPhone
1902,Vivo,Y17,SmartPhone
1902,Vivo,Y17,SmartPhone
1902,Vivo,Y17,SmartPhone
1902,Vivo,Y17,SmartPhone
1902,Vivo,Y17,SmartPhone
1904,Vivo,Y12,SmartPhone
1904,Vivo,Y12,SmartPhone
1904,Vivo,Y12,SmartPhone
1904,Vivo,Y12,SmartPhone
1906,Vivo,Y11,SmartPhone
1906,Vivo,Y11,SmartPhone
1906,Vivo,Y11,SmartPhone
1906,Vivo,Y11,SmartPhone
Mi 9 Pro 5G,Xiaomi,Mi 9 Pro 5G,SmartPhone
SM-A107F,Samsung,Galaxy A10S,SmartPhone
CPH1911,OPPO,F11,SmartPhone
M2003J15SC,Xiaomi,Redmi 10X 4G,SmartPhone
Redmi Note 7,Xiaomi,Redmi Note 7,SmartPhone
Joy 2+,Vsmart,Joy 2+,SmartPhone
NEON RAY PRO ,Safaricom,NEON RAY PRO ,SmartPhone
SM-M105F,Samsung,Galaxy M10,SmartPhone
Redmi Note 9S,Xiaomi,Redmi Note 9S,SmartPhone
P3,Tecno,P3,SmartPhone
YAL-AL00,Huawei,HONOR 20,SmartPhone
Nokia 9 PureView,HMD Global,Nokia 9 PureView,SmartPhone
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
R829T,OPPO,OPPO R1,SmartPhone
E2303,Sony,Xperia M4 Aqua,SmartPhone
Redmi 3S,Xiaomi,Redmi 3S,SmartPhone
Redmi 3S,Xiaomi,Redmi 3S,SmartPhone
LA6,Tecno,Pouvoir 1,SmartPhone
SM-J250F,Samsung,Galaxy J2 Pro,SmartPhone
SM-C5000,Samsung,Galaxy C5,SmartPhone
1814,Vivo,1814,SmartPhone
KA7O,Tecno,Spark 2,SmartPhone
Redmi 5 Plus,Xiaomi,Redmi 5 Plus,SmartPhone
LLD-AL20,Huawei,LLD-AL20,SmartPhone
RMX1805,Realme,2,SmartPhone
Redmi Note 8 Pro,Xiaomi,Redmi Note 8 Pro,SmartPhone
JKM-LX1,Huawei,Y9 2019,SmartPhone
W5005,iTel,P15,SmartPhone
BND-AL00,Huawei,Honor Glory play 7X,SmartPhone
SM-A105F,Samsung,Galaxy A10,SmartPhone
YAL-L41,Huawei,Honor 20 Pro,SmartPhone
SM-J510H,Samsung,GALAXY J5 2,SmartPhone
KSA-LX9,Huawei,Honor 8S,SmartPhone
SM-A720F,Samsung,Galaxy A7,SmartPhone
SM-J600G,Samsung,Galaxy J6,SmartPhone
P7072G,G-Tab,P7072G,Tablet
Redmi Note 9 Pro,Xiaomi,Redmi Note 9 Pro,SmartPhone
SM-A705FN,Samsung,Galaxy A70,SmartPhone
M250,LG,K10,SmartPhone
Redmi Note 7,Xiaomi,Redmi Note 7,SmartPhone
Moto G Play (6th Gen.),Motorola,Moto G Play (6th Gen.),SmartPhone
Generic Android,Unknown,Generic Android,SmartPhone
